"host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bedrooms","beds","price","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","host_since_season","host_since_year","host_response_rate_cat","host_acceptance_rate_cat"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",2,1,2,14,1,1125,0,22,52,322,1,1,1,100,10,10,10,10,TRUE,1,"Spring","2019","very high","very high"
"Unknown",TRUE,1,TRUE,FALSE,"Horta-Guinardó","Private room",1,1,1,12,32,1125,30,60,90,365,0,0,0,20,2,2,2,2,TRUE,0.19,"Spring","2016","Unknown","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,3,86,31,1125,12,12,12,184,0,0,0,95,9,9,10,9,FALSE,0.24,"Spring","2016","Unknown","Unknown"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",2,1,1,26,1,1125,29,59,89,362,0,0,0,100,10,10,8,10,TRUE,1,"Spring","2019","very high","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Eixample","Private room",1,1,1,45,1,5,0,0,0,0,0,0,0,80,8,10,10,10,FALSE,0.05,"Winter","2020","Unknown","very high"
"within an hour",FALSE,12,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,4,4,60,32,1125,23,53,83,358,0,0,0,90,8,10,10,9,FALSE,0.07,"Spring","2016","very high","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,45,1,1125,30,60,90,365,1,1,0,100,10,10,10,10,TRUE,0.18,"Winter","2020","Unknown","very high"
"within a few hours",FALSE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,25,1,1125,29,59,89,362,1,1,1,60,6,6,6,6,TRUE,1,"Autumn","2019","high","very high"
"within an hour",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",6,4,5,200,4,1125,7,7,7,184,0,0,0,40,2,8,4,2,TRUE,0.06,"Spring","2018","very high","very high"
"within a day",FALSE,3,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",2,1,1,37,31,1125,30,60,90,365,0,0,0,100,10,10,10,10,FALSE,0.06,"Autumn","2019","very high","high"
"within an hour",TRUE,7,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,2,150,3.6,1125,0,0,0,0,0,0,0,95,10,10,10,9,TRUE,0.52,"Winter","2012","very high","very high"
"within an hour",FALSE,0,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,1,2,40,2,1125,18,26,26,26,6,6,0,83,8,9,10,8,TRUE,1.11,"Summer","2019","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Sarrià-Sant Gervasi","Private room",2,1,1,28,28,1125,0,0,0,0,0,0,0,100,8,10,10,10,TRUE,0.04,"Winter","2020","Unknown","very high"
"within a day",FALSE,0,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",3,1,2,85,2,237,29,59,89,329,1,1,0,98,10,10,9,9,FALSE,0.18,"Winter","2017","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Sants-Montjuïc","Private room",2,1,1,65,2,1125,30,60,90,180,0,0,0,100,10,8,10,10,FALSE,0.15,"Winter","2020","Unknown","Unknown"
"Unknown",FALSE,0,TRUE,TRUE,"Nou Barris","Private room",2,1,1,50,1,5,0,0,0,0,1,1,0,100,10,10,10,10,FALSE,0.18,"Winter","2019","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,25,2,30,4,4,4,4,0,0,0,100,10,10,10,10,FALSE,0.03,"Winter","2016","Unknown","very low"
"within a few hours",FALSE,1,TRUE,FALSE,"Sants-Montjuïc","Private room",2,1,2,50,2,1125,30,60,90,365,0,0,0,100,10,10,10,10,FALSE,0.07,"Summer","2018","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",2,1,1,35,1,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.02,"Winter","2020","Unknown","Unknown"
"within a few hours",FALSE,0,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",2,1,1,49,1,1125,30,60,69,69,0,0,0,80,10,10,10,10,TRUE,0.19,"Autumn","2019","very high","very high"
"within an hour",FALSE,6,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,2,49,1,1125,30,60,69,69,1,1,0,80,10,10,10,10,TRUE,0.19,"Summer","2019","very high","very high"
"within an hour",FALSE,6,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,49,1,1125,30,60,69,69,0,0,0,80,10,10,10,10,TRUE,0.19,"Summer","2019","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Entire home/apt",8,1,4,170,1.1,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.25,"Winter","2020","Unknown","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Ciutat Vella","Entire home/apt",5,2,5,150,1.1,1125,30,60,90,365,1,1,0,100,10,10,10,10,TRUE,0.18,"Winter","2020","Unknown","very high"
"within an hour",FALSE,5,TRUE,TRUE,"Eixample","Private room",4,1,2,35,2,1125,0,22,52,327,0,0,0,100,10,8,10,8,TRUE,0.13,"Summer","2019","very high","very high"
"within an hour",FALSE,5,TRUE,TRUE,"Eixample","Private room",4,1,2,15,2,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.34,"Summer","2019","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",2,1,1,18,1,1125,18,38,67,342,0,0,0,80,8,8,8,8,TRUE,0.25,"Spring","2019","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",2,1,1,16,1,1125,0,16,46,321,0,0,0,100,10,10,10,10,TRUE,1,"Spring","2019","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Shared room",3,1,1,100,1,365,29,59,89,89,0,0,0,93,9,9,10,10,FALSE,0.12,"Winter","2020","Unknown","Unknown"
"Unknown",FALSE,0,TRUE,TRUE,"Sant Andreu","Private room",1,1,1,20,2,4,29,59,89,179,0,0,0,40,8,4,8,2,FALSE,0.13,"Winter","2018","Unknown","Unknown"
"within an hour",FALSE,3,TRUE,FALSE,"Les Corts","Private room",2,1,1,19,1,1125,6,6,6,6,1,1,0,100,10,10,10,10,TRUE,0.86,"Winter","2020","very high","very high"
"a few days or more",FALSE,0,TRUE,FALSE,"Eixample","Private room",1,1,1,60,2,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.33,"Winter","2020","very low","very high"
"within an hour",FALSE,1,TRUE,FALSE,"Sants-Montjuïc","Private room",2,1,2,17,30,1125,30,38,38,304,0,0,0,100,10,10,10,10,TRUE,0.34,"Spring","2016","very high","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Sants-Montjuïc","Private room",1,1,1,14,60,120,29,59,89,89,0,0,0,90,6,8,10,9,FALSE,0.13,"Spring","2013","Unknown","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Eixample","Private room",2,1,1,80,2,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.13,"Winter","2020","Unknown","very high"
"within a few hours",FALSE,0,TRUE,TRUE,"Eixample","Private room",1,1,1,15,2,1125,20,50,80,80,7,7,4,100,10,10,10,10,FALSE,4.47,"Winter","2020","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Gràcia","Private room",1,1,1,54,7,1125,29,59,89,89,0,0,0,100,10,10,10,10,FALSE,0.1,"Winter","2019","very high","Unknown"
"within an hour",FALSE,9,TRUE,TRUE,"Ciutat Vella","Private room",3,1,2,60,7.4,804.6,0,0,21,296,0,0,0,100,10,8,10,6,TRUE,0.08,"Winter","2016","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,2,1,70,2,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.14,"Winter","2020","Unknown","Unknown"
"within an hour",FALSE,9,TRUE,TRUE,"Les Corts","Entire home/apt",1,1,0,29,30,1125,30,60,90,365,0,0,0,40,6,6,10,4,TRUE,0.09,"Autumn","2015","very high","very high"
"within an hour",FALSE,0,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",4,1,1,86,1.5,1125,21,38,68,76,0,0,0,100,10,10,10,10,TRUE,3.19,"Winter","2019","very high","very high"
"within a day",FALSE,22,TRUE,TRUE,"Eixample","Entire home/apt",4,1,2,59,30,1125,30,60,90,365,1,1,0,20,2,2,10,2,FALSE,0.55,"Winter","2017","high","average"
"within an hour",FALSE,9,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,1,3,90,7.5,804.6,0,0,21,296,0,0,0,100,10,8,10,6,TRUE,0.08,"Winter","2016","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,20,4,1125,0,0,0,0,0,0,0,60,8,6,10,6,TRUE,0.03,"Autumn","2019","Unknown","very high"
"within an hour",FALSE,83,TRUE,TRUE,"Eixample","Entire home/apt",4,1,1,77.49,3,1125,23,53,79,299,3,3,1,100,10,10,10,10,TRUE,1.53,"Spring","2015","very high","very high"
"a few days or more",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",3,1,1,55,1,1125,29,59,89,89,1,1,0,100,10,10,10,10,FALSE,0.18,"Winter","2020","very low","very high"
"within an hour",FALSE,5,TRUE,TRUE,"Sant Martí","Entire home/apt",4,2,4,85,3,1125,0,0,0,62,6,6,0,80,7,8,10,8,TRUE,3.05,"Autumn","2018","very high","very high"
"within an hour",FALSE,9,TRUE,TRUE,"Ciutat Vella","Private room",2,1,2,45,7.5,804.6,0,0,21,288,0,0,0,100,10,8,10,6,TRUE,0.08,"Winter","2016","very high","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Nou Barris","Private room",1,1,1,11,30,60,0,0,0,53,0,0,0,67,7,7,7,7,FALSE,0.29,"Winter","2020","Unknown","Unknown"
"within an hour",FALSE,5,TRUE,TRUE,"Sant Martí","Entire home/apt",2,1,2,147.86,3,1125,0,0,2,6,0,0,0,100,10,10,10,10,TRUE,0.02,"Autumn","2018","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,50,2,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.16,"Winter","2020","Unknown","Unknown"
"within an hour",FALSE,0,TRUE,FALSE,"Gràcia","Entire home/apt",4,2,3,55,3,1125,0,0,0,0,3,3,0,93,9,9,10,8,FALSE,0.59,"Winter","2020","very high","very high"
"within an hour",FALSE,0,TRUE,FALSE,"Gràcia","Entire home/apt",4,1,2,125,3,1125,30,60,90,98,1,1,0,80,10,10,10,10,FALSE,0.23,"Winter","2020","very high","very high"
"within an hour",FALSE,1,TRUE,FALSE,"Eixample","Entire home/apt",2,1,1,50,30,1125,30,60,90,90,0,0,0,100,10,9,10,10,FALSE,0.15,"Winter","2020","very high","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,40,31,72,0,0,0,78,0,0,0,67,7,7,7,7,FALSE,0.29,"Spring","2016","Unknown","Unknown"
"within a few hours",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",4,1,2,70,3,1125,29,59,89,269,0,0,0,60,4,8,10,10,TRUE,0.18,"Winter","2020","very high","very high"
"within a few hours",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",3,1,2,80,3,1125,29,59,89,269,0,0,0,96,9,9,10,9,TRUE,0.28,"Winter","2020","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",3,1,1,18,1,1125,17,47,77,352,3,3,2,100,9,10,10,10,TRUE,1.7,"Winter","2020","very high","very high"
"within an hour",TRUE,6,TRUE,TRUE,"Gràcia","Entire home/apt",4,1,1,35,1.4,14,25,55,85,360,2,2,1,100,10,10,9,10,FALSE,1.46,"Autumn","2019","very high","very high"
"within a few hours",FALSE,17,TRUE,TRUE,"Eixample","Entire home/apt",5,3,4,92,12.3,1125,29,59,89,363,0,0,0,93,10,10,10,9,TRUE,0.5,"Spring","2019","very high","very high"
"a few days or more",FALSE,1,TRUE,TRUE,"Ciutat Vella","Private room",2,1,2,26,31,1125,30,60,90,365,0,0,0,70,7,10,9,6,TRUE,0.07,"Summer","2013","very low","Unknown"
"within a few hours",FALSE,17,TRUE,TRUE,"Sant Martí","Entire home/apt",8,3,7,97,7.4,1125,29,30,30,30,0,0,0,100,9,10,10,10,TRUE,0.3,"Spring","2019","very high","very high"
"within an hour",FALSE,3,TRUE,FALSE,"Les Corts","Private room",2,1,1,25,2,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.05,"Winter","2020","very high","very high"
"within a few hours",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,40,1,1125,0,23,53,328,0,0,0,100,10,10,10,10,TRUE,0.08,"Summer","2017","very high","very high"
"within an hour",FALSE,136,TRUE,TRUE,"Eixample","Entire home/apt",7,4,5,62,12.9,1125,30,60,90,365,0,0,0,82,8,9,10,8,TRUE,0.35,"Spring","2018","very high","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,50,1,1125,0,0,0,0,2,2,0,100,10,10,10,10,TRUE,0.36,"Autumn","2016","Unknown","very high"
"within an hour",TRUE,8,TRUE,TRUE,"Sant Martí","Entire home/apt",4,2,2,65,30,1125,0,0,0,0,0,0,0,80,8,10,10,10,TRUE,0.02,"Summer","2011","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Eixample","Private room",1,1,1,17,6,1125,0,0,0,0,0,0,0,90,8,9,6,9,TRUE,0.03,"Winter","2020","Unknown","Unknown"
"Unknown",FALSE,2,TRUE,FALSE,"Ciutat Vella","Entire home/apt",4,2,2,150,1,1125,30,60,90,365,1,1,0,100,10,8,6,10,TRUE,0.19,"Winter","2020","Unknown","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Horta-Guinardó","Entire home/apt",3,2,2,50,32,1125,30,60,90,255,0,0,0,60,7,6,8,6,FALSE,0.1,"Winter","2020","Unknown","Unknown"
"within a day",FALSE,37,TRUE,TRUE,"Eixample","Entire home/apt",8,3,4,79,31,1125,27,57,87,278,0,0,0,90,10,10,10,10,FALSE,0.18,"Summer","2018","very high","very high"
"within an hour",FALSE,1,TRUE,TRUE,"Sant Martí","Entire home/apt",5,3,4,66,32,1125,25,55,85,175,0,0,0,100,10,8,10,10,FALSE,0.18,"Winter","2020","very high","very high"
"within an hour",FALSE,34,TRUE,TRUE,"Gràcia","Entire home/apt",3,2,2,49,31,1125,0,19,49,324,0,0,0,90,6,6,9,7,TRUE,0.05,"Summer","2013","very high","very high"
"within an hour",FALSE,0,TRUE,FALSE,"Gràcia","Entire home/apt",4,1,2,43,3,1125,24,54,84,92,2,2,1,90,9,8,10,9,FALSE,1.22,"Winter","2020","very high","very high"
"within an hour",FALSE,34,TRUE,TRUE,"Gràcia","Entire home/apt",3,3,2,35,31,1125,0,7,37,312,0,0,0,90,10,9,10,8,TRUE,0.14,"Summer","2013","very high","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Sant Andreu","Private room",2,1,1,49,2,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.13,"Winter","2020","Unknown","Unknown"
"within an hour",TRUE,4,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,2,2,71,2,1125,7,7,13,13,5,5,1,100,10,10,10,10,FALSE,0.9,"Summer","2016","very high","very high"
"within a day",FALSE,6,TRUE,TRUE,"Les Corts","Private room",2,1,1,30,1,1125,29,36,36,36,0,0,0,100,10,10,10,10,TRUE,0.18,"Summer","2019","average","Unknown"
"within a day",FALSE,6,TRUE,TRUE,"Les Corts","Private room",2,1,1,30,1,1125,29,59,89,89,0,0,0,80,8,9,10,10,TRUE,0.5,"Summer","2019","average","Unknown"
"within a day",FALSE,6,TRUE,TRUE,"Les Corts","Private room",2,1,1,30,1,1125,29,36,36,36,0,0,0,100,10,10,10,10,TRUE,0.18,"Summer","2019","average","Unknown"
"within a day",FALSE,6,TRUE,TRUE,"Les Corts","Private room",2,1,1,30,1,1125,29,36,36,36,0,0,0,100,10,10,10,10,TRUE,0.18,"Summer","2019","average","Unknown"
"Unknown",FALSE,0,TRUE,FALSE,"Eixample","Private room",1,1,1,30,1,1125,0,0,0,0,0,0,0,80,10,10,10,8,TRUE,0.04,"Winter","2020","Unknown","very high"
"within a day",FALSE,6,TRUE,TRUE,"Les Corts","Private room",2,1,1,30,1,1125,29,36,36,36,0,0,0,100,10,10,10,10,TRUE,0.18,"Summer","2019","average","Unknown"
"within a day",FALSE,6,TRUE,TRUE,"Les Corts","Private room",2,1,1,28,1,1125,29,36,36,36,0,0,0,100,10,10,10,10,TRUE,0.18,"Summer","2019","average","Unknown"
"within an hour",FALSE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,3,0,48,2,1125,30,60,90,90,5,5,4,92,9,8,9,9,FALSE,4.17,"Spring","2013","very high","very high"
"within an hour",FALSE,0,TRUE,TRUE,"Eixample","Private room",2,1,1,29,1,28,28,57,74,179,3,3,2,100,10,10,10,10,FALSE,2.09,"Summer","2019","very high","very high"
"within an hour",FALSE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,1,44,3,1125,6,6,6,6,1,1,0,80,8,10,10,10,TRUE,0.77,"Winter","2019","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Eixample","Entire home/apt",2,1,1,48,2,1125,23,53,83,83,0,0,0,100,10,10,10,10,FALSE,0.13,"Spring","2016","very high","very high"
"within an hour",FALSE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,1,29,2,1125,22,52,82,357,4,4,0,75,7,7,8,7,TRUE,1.19,"Summer","2013","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,2,2,39,2,1125,30,60,90,90,0,0,0,100,10,10,10,10,FALSE,0.14,"Spring","2016","very high","very high"
"within an hour",FALSE,0,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,1,2,51,3,1125,29,36,36,36,2,2,1,80,8,10,9,8,TRUE,1.76,"Winter","2019","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,2,3,61,1,1125,26,45,75,106,11,11,5,95,9,10,10,10,TRUE,2.02,"Winter","2014","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Gràcia","Entire home/apt",5,3,3,60,15,1125,0,0,0,85,0,0,0,100,10,10,10,10,FALSE,1.17,"Winter","2013","very high","very high"
"within an hour",FALSE,0,TRUE,FALSE,"Gràcia","Entire home/apt",4,1,2,75,3,1125,23,53,83,91,7,7,0,86,9,9,10,9,FALSE,1.28,"Winter","2020","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Eixample","Entire home/apt",4,2,4,34,32,1125,11,41,71,346,1,1,0,60,6,10,10,10,TRUE,0.55,"Spring","2019","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",7,3,6,45,32,1125,30,60,90,365,1,1,1,100,10,10,8,10,TRUE,1,"Spring","2019","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Eixample","Entire home/apt",6,2,4,34,32,1125,0,0,30,305,1,1,0,100,10,10,10,8,TRUE,0.25,"Spring","2019","very high","very high"
"within a few hours",FALSE,4,TRUE,TRUE,"Eixample","Private room",1,1,1,15,1,1125,30,60,90,90,1,1,1,40,4,10,10,8,TRUE,1,"Autumn","2017","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",4,2,0,33,32,1125,15,15,15,43,0,0,0,100,10,10,10,10,TRUE,0.08,"Spring","2019","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Sants-Montjuïc","Private room",1,1,1,34,60,1125,27,57,87,362,0,0,0,100,10,10,10,10,FALSE,0.09,"Summer","2016","Unknown","Unknown"
"within a few hours",FALSE,4,TRUE,TRUE,"Gràcia","Private room",2,1,1,35,1,1125,25,55,85,175,0,0,0,100,10,10,10,10,TRUE,0.07,"Autumn","2018","very high","high"
"within an hour",TRUE,4,TRUE,TRUE,"Eixample","Entire home/apt",6,1,3,99,1,1125,28,58,88,159,3,3,2,93,9,10,10,10,TRUE,1.7,"Spring","2018","very high","very high"
"within a few hours",FALSE,6,TRUE,TRUE,"Sant Martí","Entire home/apt",4,1,2,49,1.4,1125,0,20,50,321,0,0,0,90,10,9,10,9,TRUE,0.6,"Autumn","2019","very high","very high"
"within an hour",TRUE,4,TRUE,TRUE,"Eixample","Entire home/apt",6,1,0,99,1,1125,30,60,90,99,0,0,0,100,10,10,10,10,TRUE,0.07,"Spring","2018","very high","very high"
"within an hour",FALSE,31,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,2,45,32,1125,30,60,90,365,0,0,0,80,8,10,10,8,FALSE,0.04,"Autumn","2012","high","very high"
"within a few hours",TRUE,4,TRUE,FALSE,"Ciutat Vella","Private room",1,1,1,31,31,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.19,"Autumn","2019","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,2,3,44,2,1125,23,53,83,83,1,1,0,100,10,10,10,10,FALSE,0.91,"Spring","2016","very high","very high"
"within an hour",FALSE,6,TRUE,TRUE,"Sant Martí","Entire home/apt",7,3,4,52.71,1,1125,26,56,86,358,4,4,1,80,8,8,8,8,TRUE,1.26,"Autumn","2017","very high","very high"
"within an hour",FALSE,136,TRUE,TRUE,"Eixample","Entire home/apt",5,3,5,250,32,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.2,"Spring","2018","very high","very high"
"within an hour",FALSE,6,TRUE,TRUE,"Sant Martí","Entire home/apt",7,3,4,56,1,1125,26,56,86,358,2,2,0,60,7,6,8,6,TRUE,0.48,"Autumn","2017","very high","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Ciutat Vella","Entire home/apt",5,3,3,62,3,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.08,"Winter","2020","Unknown","very high"
"within a day",FALSE,0,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",3,1,2,90,3,1125,30,60,90,335,0,0,0,87,9,8,10,9,TRUE,0.49,"Winter","2017","very high","very high"
"within an hour",FALSE,7,TRUE,TRUE,"Eixample","Entire home/apt",7,3,4,50,3,1125,0,0,0,205,2,2,0,80,9,6,10,8,TRUE,0.45,"Summer","2019","very high","very high"
"within a few hours",FALSE,4,TRUE,TRUE,"Eixample","Private room",2,1,1,66,1,1125,30,51,81,81,0,0,0,100,10,10,10,10,TRUE,0.09,"Autumn","2017","very high","very high"
"within an hour",FALSE,7,TRUE,TRUE,"Eixample","Entire home/apt",5,3,3,37,3,1125,25,55,85,360,2,2,1,100,10,6,10,10,TRUE,1.36,"Summer","2019","very high","very high"
"within an hour",FALSE,7,TRUE,TRUE,"Gràcia","Entire home/apt",5,2,3,50,3,1125,21,51,81,356,0,0,0,80,9,9,10,8,TRUE,0.26,"Summer","2019","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,2,54,1,1125,29,46,76,104,8,8,5,98,10,10,10,9,TRUE,4.62,"Winter","2014","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Horta-Guinardó","Private room",2,1,1,40,3,1125,28,58,88,89,1,1,0,100,10,10,10,10,FALSE,0.19,"Winter","2020","Unknown","very high"
"within an hour",FALSE,0,TRUE,FALSE,"Eixample","Private room",2,1,1,20,1,1125,29,59,89,89,2,2,0,100,8,9,9,8,TRUE,1.62,"Winter","2020","very high","very high"
"within an hour",FALSE,0,TRUE,FALSE,"Eixample","Private room",2,1,1,20,1,1125,30,60,90,90,0,0,0,100,8,9,9,8,TRUE,1.62,"Winter","2020","very high","very high"
"within an hour",FALSE,0,TRUE,FALSE,"Eixample","Private room",2,1,2,47,1,1125,23,53,83,83,2,2,1,60,8,10,10,8,TRUE,1.43,"Winter","2020","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Entire home/apt",4,1,1,85,1,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.13,"Winter","2020","Unknown","Unknown"
"within an hour",FALSE,3,TRUE,FALSE,"Les Corts","Private room",1,1,1,18,2,1125,0,0,0,0,0,0,0,80,10,8,10,8,TRUE,0.05,"Winter","2020","very high","very high"
"within an hour",TRUE,16,TRUE,TRUE,"Eixample","Private room",1,1,1,28,3,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.2,"Winter","2020","very high","very high"
"within an hour",TRUE,16,TRUE,TRUE,"Eixample","Private room",1,1,1,28,3,1125,0,0,0,0,1,1,0,100,10,10,10,10,TRUE,0.2,"Winter","2020","very high","very high"
"within an hour",TRUE,6,TRUE,TRUE,"Gràcia","Entire home/apt",2,1,1,48,1.4,14,20,50,80,347,2,2,0,100,10,10,10,10,TRUE,0.58,"Autumn","2019","very high","very high"
"within an hour",FALSE,33,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",6,3,5,115,30,330,27,57,87,362,0,0,0,80,10,8,8,8,FALSE,0.04,"Autumn","2017","very high","high"
"within an hour",FALSE,33,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",8,4,7,95,30,330,27,57,87,362,0,0,0,80,10,8,8,8,FALSE,0.04,"Autumn","2017","very high","high"
"within an hour",FALSE,33,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",8,3,5,125,30,330,26,56,86,361,0,0,0,80,10,8,8,8,FALSE,0.04,"Autumn","2017","very high","high"
"within an hour",FALSE,12,TRUE,TRUE,"Sant Martí","Entire home/apt",4,2,4,43,32,1125,0,0,0,96,0,0,0,100,10,10,10,10,TRUE,0.18,"Spring","2016","very high","very high"
"within an hour",FALSE,33,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",6,3,5,125,30,330,5,35,65,330,0,0,0,90,9,8,9,9,FALSE,0.3,"Autumn","2017","very high","high"
"within an hour",FALSE,12,TRUE,TRUE,"Sant Martí","Entire home/apt",6,2,4,43,32,1125,0,0,0,75,0,0,0,80,8,10,10,8,TRUE,0.11,"Spring","2016","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",2,1,2,25,32,1125,0,0,23,121,1,1,0,100,10,10,10,8,TRUE,0.24,"Spring","2019","very high","very high"
"within an hour",FALSE,12,TRUE,TRUE,"Sant Martí","Entire home/apt",4,2,4,43,32,1125,0,0,0,115,0,0,0,80,10,10,10,10,TRUE,0.11,"Spring","2016","very high","very high"
"within an hour",FALSE,33,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",8,4,0,140,30,330,14,44,74,349,0,0,0,70,7,8,9,7,FALSE,0.39,"Autumn","2017","very high","high"
"within an hour",FALSE,12,TRUE,TRUE,"Sant Martí","Entire home/apt",4,2,3,43,32,1125,0,23,53,328,0,0,0,73,10,9,9,7,TRUE,0.12,"Spring","2016","very high","very high"
"a few days or more",FALSE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,35,2,1125,30,60,90,180,0,0,0,80,10,10,10,10,TRUE,0.04,"Winter","2017","very low","very high"
